Total Power,GPU,Time
5786,0.0,2.247927
5786,0.0,2.248232
5786,0.0,2.248552
5786,0.0,2.248877
5786,0.0,2.249183
5786,0.0,2.249513
5786,0.0,2.249837
5786,0.0,2.250147
5786,0.0,2.250525
5786,0.0,2.251044
5786,0.0,2.251394
5786,0.0,2.251698
5786,0.0,2.252022
5786,0.0,2.252326
5786,0.0,2.252628
5786,0.0,2.252938
5786,0.0,2.253271
5786,0.0,2.253583
5786,0.0,2.253885
5786,0.0,2.254226
5786,0.0,2.25537
5786,0.0,2.255742
5786,0.0,2.25605
5786,0.0,2.256389
5786,0.0,2.256709
5786,0.0,2.257011
5786,0.0,2.257314
5786,0.0,2.257636
5786,0.0,2.259974
5786,0.0,2.263512
5786,0.0,2.263896
5786,0.0,2.264203
5786,0.0,2.264527
5786,0.0,2.264834
5786,0.0,2.265135
5786,0.0,2.265437
5786,0.0,2.265785
5786,0.0,2.266106
5786,0.0,2.266423
5786,0.0,2.266744
5786,0.0,2.267068
5786,0.0,2.267672
5786,0.0,2.268026
5786,0.0,2.268418
5786,0.0,2.28131
5786,0.0,2.281896
5786,0.0,2.282255
5786,0.0,2.282575
5786,0.0,2.282878
5786,0.0,2.283183
5786,0.0,2.283683
5786,0.0,2.284037
5786,0.0,2.285082
5786,0.0,2.285449
5786,0.0,2.285772
5786,0.0,2.286146
5786,0.0,2.286471
5786,0.0,2.292362
5786,0.0,2.292858
5786,0.0,2.293187
5786,0.0,2.293543
5786,0.0,2.293865
5786,0.0,2.294216
5786,0.0,2.294584
5786,0.0,2.294951
5786,0.0,2.29536
5786,0.0,2.29571
5786,0.0,2.296016
5786,0.0,2.296327
5786,0.0,2.296655
5786,0.0,2.296964
5786,0.0,2.309074
5786,0.0,2.309509
5786,0.0,2.309823
5786,0.0,2.310178
5786,0.0,2.310537
5786,0.0,2.310851
5786,0.0,2.311223
5786,0.0,2.311666
5786,0.0,2.311972
5786,0.0,2.312301
5786,0.0,2.312628
5786,0.0,2.31293
5786,0.0,2.313251
5786,0.0,2.313555
5786,0.0,2.313858
5786,0.0,2.31416
5786,0.0,2.319799
5786,0.0,2.320118
5786,0.0,2.320424
5786,0.0,2.320797
5786,0.0,2.321162
5786,0.0,2.32147
5786,0.0,2.321857
5786,0.0,2.322165
5786,0.0,2.322469
5786,0.0,2.322792
5786,0.0,2.323096
5786,0.0,2.323527
5786,0.0,2.323862
5786,0.0,2.324166
5786,0.0,2.324468
5786,0.0,2.324787
5786,0.0,2.332311
5786,0.0,2.332637
5786,0.0,2.33305
5786,0.0,2.333424
5786,0.0,2.33375
5786,0.0,2.334056
5786,0.0,2.334373
5786,0.0,2.334683
5786,0.0,2.334988
5786,0.0,2.336171
5786,0.0,2.350983
5786,0.0,2.351478
5786,0.0,2.351806
5786,0.0,2.35216
5786,0.0,2.352471
5786,0.0,2.352837
5786,0.0,2.353261
5786,0.0,2.353574
5786,0.0,2.353886
5786,0.0,2.354208
5786,0.0,2.354509
5786,0.0,2.354819
5786,0.0,2.355321
5786,0.0,2.355706
5786,0.0,2.356086
5786,0.0,2.356438
5786,0.0,2.372717
5786,0.0,2.373119
5786,0.0,2.373434
5786,0.0,2.373742
5786,0.0,2.374065
5786,0.0,2.374371
5786,0.0,2.374675
5786,0.0,2.374978
5786,0.0,2.375388
5786,0.0,2.375702
5786,0.0,2.376014
5786,0.0,2.37635
5786,0.0,2.376652
5786,0.0,2.376954
5786,0.0,2.377275
5786,0.0,2.383379
5786,0.0,2.383931
5786,0.0,2.384307
5786,0.0,2.384651
5786,0.0,2.385015
5786,0.0,2.385418
5786,0.0,2.385728
5786,0.0,2.386036
5786,0.0,2.386714
5786,0.0,2.38705
5786,0.0,2.387519
5786,0.0,2.387912
5786,0.0,2.388373
5786,0.0,2.388774
5786,0.0,2.389092
5786,0.0,2.389583
5786,0.0,2.389935
5786,0.0,2.39025
5786,0.0,2.390643
5786,0.0,2.390978
5786,0.0,2.391413
5786,0.0,2.391782
5786,0.0,2.392119
5786,0.0,2.392631
5786,0.0,2.400203
5786,0.0,2.400726
5786,0.0,2.401138
5786,0.0,2.401566
5786,0.0,2.401971
5786,0.0,2.402358
5786,0.0,2.402733
5786,0.0,2.403138
5786,0.0,2.403691
5786,0.0,2.404092
5786,0.0,2.404489
5786,0.0,2.404931
5786,0.0,2.416179
5786,0.0,2.416584
5786,0.0,2.416981
5786,0.0,2.417404
5786,0.0,2.41781
5786,0.0,2.418207
5786,0.0,2.418571
5786,0.0,2.418938
5786,0.0,2.419246
5786,0.0,2.419721
5786,0.0,2.420112
5786,0.0,2.426469
5786,0.0,2.427122
5786,0.0,2.427654
5786,0.0,2.428067
5786,0.0,2.428483
5786,0.0,2.42889
5786,0.0,2.429316
5786,0.0,2.429701
5786,0.0,2.430106
5786,0.0,2.430516
5786,0.0,2.430947
5786,0.0,2.431497
5786,0.0,2.431906
5786,0.0,2.432352
5786,0.0,2.432759
5786,0.0,2.433145
5786,0.0,2.43355
5786,0.0,2.433947
5786,0.0,2.434337
5786,0.0,2.43471
5786,0.0,2.435058
5786,0.0,2.452652
5786,0.0,2.452987
5786,0.0,2.453339
5786,0.0,2.453653
5786,0.0,2.454006
5786,0.0,2.454377
5786,0.0,2.454686
5786,0.0,2.454995
5786,0.0,2.455444
5786,0.0,2.45578
5786,0.0,2.456095
5786,0.0,2.466823
5786,0.0,2.46809
5786,0.0,2.468497
5786,0.0,2.468828
5786,0.0,2.469164
5786,0.0,2.469526
5786,0.0,2.469882
5786,0.0,2.470185
5786,0.0,2.470534
5786,0.0,2.470897
5786,0.0,2.471503
5786,0.0,2.471823
5786,0.0,2.485553
6680,0.0,2.486022
6680,0.0,2.486448
6680,0.0,2.486756
6680,0.0,2.487225
6680,0.0,2.487626
6680,0.0,2.487938
6680,0.0,2.488358
6680,0.0,2.488682
6680,0.0,2.48899
6680,0.0,2.489403
6680,0.0,2.489757
6680,0.0,2.490074
6680,0.0,2.490515
6680,0.0,2.497895
6680,0.0,2.49826
6680,0.0,2.498586
6680,0.0,2.49953
6680,0.0,2.499842
6680,0.0,2.500208
6680,0.0,2.500529
6680,0.0,2.500841
6680,0.0,2.501147
6680,0.0,2.501471
6680,0.0,2.501774
6680,0.0,2.502076
6680,0.0,2.502439
6680,0.0,2.502739
6680,0.0,2.503059
6680,0.0,2.50427
6680,0.0,2.504612
6680,0.0,2.504919
6680,0.0,2.505235
6680,0.0,2.50554
6680,0.0,2.505861
6680,0.0,2.506163
6680,0.0,2.506465
6680,0.0,2.506785
6680,0.0,2.507123
6680,0.0,2.507602
6680,0.0,2.507926
6680,0.0,2.508227
6680,0.0,2.508526
6680,0.0,2.508915
6680,0.0,2.513047
6680,0.0,2.513387
6680,0.0,2.513696
6680,0.0,2.514016
6680,0.0,2.514317
6680,0.0,2.514636
6680,0.0,2.514938
6680,0.0,2.515619
6680,0.0,2.515922
6680,0.0,2.516224
6680,0.0,2.516588
6680,0.0,2.516904
6680,0.0,2.517207
6680,0.0,2.517565
6680,0.0,2.517919
6680,0.0,2.518217
6680,0.0,2.518538
6680,0.0,2.518836
6680,0.0,2.519202
6680,0.0,2.519654
6680,0.0,2.519959
6680,0.0,2.520459
6680,0.0,2.520785
6680,0.0,2.521085
6680,0.0,2.521394
6680,0.0,2.521753
6680,0.0,2.522055
6680,0.0,2.522353
6680,0.0,2.522677
6680,0.0,2.540073
6680,0.0,2.540495
6680,0.0,2.540884
6680,0.0,2.541336
6680,0.0,2.541733
6680,0.0,2.544093
6680,0.0,2.544559
6680,0.0,2.544964
6680,0.0,2.54532
6680,0.0,2.545747
6680,0.0,2.546103
6680,0.0,2.546503
6680,0.0,2.546924
6680,0.0,2.547473
6680,0.0,2.54783
6680,0.0,2.548198
6680,0.0,2.548557
6680,0.0,2.549174
6680,0.0,2.549516
6680,0.0,2.549882
6680,0.0,2.550234
6680,0.0,2.550573
6680,0.0,2.550898
6680,0.0,2.551231
6680,0.0,2.551634
6680,0.0,2.552014
6680,0.0,2.552323
6680,0.0,2.552651
6680,0.0,2.552986
6680,0.0,2.553322
6680,0.0,2.553629
6680,0.0,2.553985
6680,0.0,2.555045
6680,0.0,2.555535
6680,0.0,2.555933
6680,0.0,2.556252
6680,0.0,2.556567
6680,0.0,2.556902
6680,0.0,2.557224
6680,0.0,2.557539
6680,0.0,2.557845
6680,0.0,2.558173
6680,0.0,2.558478
6680,0.0,2.55878
6680,0.0,2.559101
6680,0.0,2.559485
6680,0.0,2.559815
6680,0.0,2.560136
6680,0.0,2.560444
6680,0.0,2.560769
6680,0.0,2.561128
6680,0.0,2.561468
6680,0.0,2.561793
6680,0.0,2.562179
6680,0.0,2.562527
6680,0.0,2.562857
6680,0.0,2.563244
6680,0.0,2.563726
6680,0.0,2.564044
6680,0.0,2.564422
6680,0.0,2.564777
6680,0.0,2.565086
6680,0.0,2.565467
6680,0.0,2.565777
6680,0.0,2.566126
6680,0.0,2.56646
6680,0.0,2.566777
6680,0.0,2.567087
6680,0.0,2.567467
6680,0.0,2.567774
6680,0.0,2.568079
6680,0.0,2.568382
6680,0.0,2.568705
6680,0.0,2.569024
6680,0.0,2.569328
6680,0.0,2.570103
6680,0.0,2.570424
6680,0.0,2.57076
6680,0.0,2.571087
6680,0.0,2.571555
6680,0.0,2.571862
6680,0.0,2.572528
6680,0.0,2.57285
6680,0.0,2.573156
6680,0.0,2.573518
6680,0.0,2.573835
6680,0.0,2.574143
6680,0.0,2.574502
6680,0.0,2.574828
6680,0.0,2.575134
6680,0.0,2.575544
6680,0.0,2.575847
6680,0.0,2.576169
6680,0.0,2.577197
6680,0.0,2.57755
6680,0.0,2.577855
6680,0.0,2.578157
6680,0.0,2.578712
6680,0.0,2.579031
6680,0.0,2.579474
6680,0.0,2.5798
6680,0.0,2.580101
6680,0.0,2.580402
6680,0.0,2.580733
6680,0.0,2.581056
6680,0.0,2.58136
6680,0.0,2.582817
6680,0.0,2.583187
6680,0.0,2.583568
6680,0.0,2.586632
6680,0.0,2.587527
6680,0.0,2.587926
6680,0.0,2.58826
6680,0.0,2.589924
6680,0.0,2.590268
6680,0.0,2.590643
6680,0.0,2.590961
6680,0.0,2.593348
6680,0.0,2.593757
6680,0.0,2.594068
6680,0.0,2.594373
6680,0.0,2.594703
6680,0.0,2.595066
6680,0.0,2.596018
6680,0.0,2.596514
6680,0.0,2.59688
6680,0.0,2.597194
6680,0.0,2.597497
6680,0.0,2.597799
6680,0.0,2.598118
6680,0.0,2.598467
6680,0.0,2.599213
6680,0.0,2.599632
6680,0.0,2.59994
6680,0.0,2.600264
6680,0.0,2.60057
6680,0.0,2.600875
6680,0.0,2.601181
6680,0.0,2.601509
6680,0.0,2.601828
6680,0.0,2.602133
6680,0.0,2.602456
6680,0.0,2.602761
6680,0.0,2.603064
6680,0.0,2.603699
6680,0.0,2.604014
6680,0.0,2.604324
6680,0.0,2.606228
6680,0.0,2.606541
6680,0.0,2.606915
6680,0.0,2.607233
6680,0.0,2.607602
6680,0.0,2.607924
6680,0.0,2.608235
6680,0.0,2.608542
6680,0.0,2.608858
6680,0.0,2.609196
6680,0.0,2.609507
6680,0.0,2.609809
6680,0.0,2.61013
6680,0.0,2.610431
6680,0.0,2.610732
6680,0.0,2.611214
6680,0.0,2.611607
6680,0.0,2.611915
6680,0.0,2.612234
6680,0.0,2.612535
6680,0.0,2.613012
6680,0.0,2.613342
6680,0.0,2.613643
6680,0.0,2.613957
6680,0.0,2.614284
6680,0.0,2.614584
6680,0.0,2.614883
6680,0.0,2.615182
6680,0.0,2.615571
6680,0.0,2.61587
6680,0.0,2.61618
6680,0.0,2.617576
6680,0.0,2.617901
6680,0.0,2.618203
6680,0.0,2.618515
6680,0.0,2.618817
6680,0.0,2.619145
6680,0.0,2.619529
6680,0.0,2.619828
6680,0.0,2.620171
6680,0.0,2.620469
6680,0.0,2.62078
6680,0.0,2.621095
6680,0.0,2.621402
6680,0.0,2.6217
6680,0.0,2.622055
6680,0.0,2.639466
6680,0.0,2.640547
6680,0.0,2.640984
6680,0.0,2.641336
6680,0.0,2.641665
6680,0.0,2.642038
6680,0.0,2.642364
6680,0.0,2.642718
6680,0.0,2.643079
6680,0.0,2.645917
6680,0.0,2.647749
6680,0.0,2.648057
6680,0.0,2.648375
6680,0.0,2.648772
6680,0.0,2.64909
6680,0.0,2.649392
6680,0.0,2.649788
6680,0.0,2.650096
6680,0.0,2.650397
6680,0.0,2.650721
6680,0.0,2.651038
6680,0.0,2.652525
6680,0.0,2.653081
6680,0.0,2.653395
6680,0.0,2.653756
6680,0.0,2.654085
6680,0.0,2.654389
6680,0.0,2.654691
6680,0.0,2.65501
6680,0.0,2.655384
6680,0.0,2.655709
6680,0.0,2.656052
6680,0.0,2.656373
6680,0.0,2.656709
6680,0.0,2.657021
6680,0.0,2.657589
6680,0.0,2.657948
6680,0.0,2.658303
6680,0.0,2.658624
6680,0.0,2.659005
6680,0.0,2.659554
6680,0.0,2.659887
6680,0.0,2.660225
6680,0.0,2.660569
6680,0.0,2.660897
6680,0.0,2.661208
6680,0.0,2.662148
6680,0.0,2.662481
6680,0.0,2.663021
6680,0.0,2.663398
6680,0.0,2.663717
6680,0.0,2.664052
6680,0.0,2.664379
6680,0.0,2.66468
6680,0.0,2.665008
6680,0.0,2.665376
6680,0.0,2.66569
6680,0.0,2.666024
6680,0.0,2.666355
6680,0.0,2.666665
6680,0.0,2.666991
6680,0.0,2.667387
6680,0.0,2.66773
6680,0.0,2.668028
6680,0.0,2.668342
6680,0.0,2.668643
6680,0.0,2.66894
6680,0.0,2.669243
6680,0.0,2.66956
6680,0.0,2.669871
6680,0.0,2.670184
6680,0.0,2.670506
6680,0.0,2.670802
6680,0.0,2.671113
6680,0.0,2.671486
6680,0.0,2.671787
6680,0.0,2.672528
6680,0.0,2.672846
6680,0.0,2.673167
6680,0.0,2.67347
6680,0.0,2.67378
6680,0.0,2.674768
6680,0.0,2.675077
6680,0.0,2.675503
6680,0.0,2.675843
6680,0.0,2.676148
6680,0.0,2.676451
6680,0.0,2.67678
6680,0.0,2.677091
6680,0.0,2.67742
6680,0.0,2.677766
6680,0.0,2.679345
6680,0.0,2.679885
6680,0.0,2.680303
6680,0.0,2.680675
6680,0.0,2.680996
6680,0.0,2.68132
6680,0.0,2.681669
6680,0.0,2.682128
6680,0.0,2.682443
6680,0.0,2.682896
6680,0.0,2.683202
6680,0.0,2.68371
6680,0.0,2.684021
6680,0.0,2.684337
6680,0.0,2.684715
6680,0.0,2.685077
6680,0.0,2.685382
6680,0.0,2.685706
6680,0.0,2.686023
6680,0.0,2.686325
6680,0.0,2.686628
6680,0.0,2.686995
6680,0.0,2.687376
6680,0.0,2.687684
6680,0.0,2.688017
6680,0.0,2.688335
6680,0.0,2.688639
6680,0.0,2.688959
6680,0.0,2.689274
6680,0.0,2.689603
6680,0.0,2.689958
6680,0.0,2.690309
6680,0.0,2.690909
6680,0.0,2.691335
6680,0.0,2.691648
6680,0.0,2.69354
6680,0.0,2.693908
6680,0.0,2.694251
6680,0.0,2.694558
6680,0.0,2.694895
6680,0.0,2.6952
6680,0.0,2.695602
6680,0.0,2.695906
6680,0.0,2.696425
6680,0.0,2.696736
6680,0.0,2.697472
6680,0.0,2.697798
6680,0.0,2.698105
6680,0.0,2.698405
6680,0.0,2.698728
6680,0.0,2.699042
6680,0.0,2.699426
6680,0.0,2.699745
6680,0.0,2.70006
6680,0.0,2.700364
6680,0.0,2.700693
6680,0.0,2.700992
6680,0.0,2.701291
6680,0.0,2.701607
6680,0.0,2.70191
6680,0.0,2.702213
6680,0.0,2.70252
6680,0.0,2.702851
6680,0.0,2.703152
6680,0.0,2.703519
6680,0.0,2.703839
6680,0.0,2.704139
6680,0.0,2.704441
6680,0.0,2.704779
6680,0.0,2.705089
6680,0.0,2.705391
6680,0.0,2.705698
6680,0.0,2.70603
6680,0.0,2.706334
6680,0.0,2.706684
6680,0.0,2.70702
6680,0.0,2.707392
6680,0.0,2.707696
6680,0.0,2.708017
6680,0.0,2.708318
6680,0.0,2.708616
6680,0.0,2.708914
6680,0.0,2.709248
6680,0.0,2.709578
6680,0.0,2.709878
6680,0.0,2.710205
6680,0.0,2.710508
6680,0.0,2.71081
6680,0.0,2.711128
6680,0.0,2.711576
6680,0.0,2.71188
6680,0.0,2.712223
6680,0.0,2.712525
6680,0.0,2.713038
6680,0.0,2.713378
6680,0.0,2.713681
6680,0.0,2.713997
6680,0.0,2.714327
6680,0.0,2.71463
6680,0.0,2.714969
6680,0.0,2.715337
6680,0.0,2.715664
6680,0.0,2.715961
6680,0.0,2.716276
6680,0.0,2.716615
6680,0.0,2.716914
6680,0.0,2.717241
6680,0.0,2.71757
6680,0.0,2.717872
6680,0.0,2.718173
6680,0.0,2.718489
6680,0.0,2.720998
6680,0.0,2.721313
6680,0.0,2.72164
6680,0.0,2.721941
6680,0.0,2.722241
6680,0.0,2.722573
6680,0.0,2.723001
6680,0.0,2.72344
6680,0.0,2.723773
6680,0.0,2.724128
6680,0.0,2.724437
6680,0.0,2.724767
6680,0.0,2.72507
6680,0.0,2.72537
6680,0.0,2.725733
6680,0.0,2.726036
6680,0.0,2.726337
6680,0.0,2.726635
6680,0.0,2.726958
6680,0.0,2.727358
6680,0.0,2.727671
6680,0.0,2.728011
6680,0.0,2.728312
6680,0.0,2.728612
6680,0.0,2.728942
6680,0.0,2.729245
6680,0.0,2.729761
6680,0.0,2.730097
6680,0.0,2.730413
6680,0.0,2.730713
6680,0.0,2.731041
6680,0.0,2.731409
6680,0.0,2.731718
6680,0.0,2.732016
6680,0.0,2.732342
6680,0.0,2.73266
6680,0.0,2.732992
6680,0.0,2.733308
6680,0.0,2.733612
6680,0.0,2.733912
6680,0.0,2.734915
6680,0.0,2.735313
6680,0.0,2.735701
6680,0.0,2.736036
6680,0.0,2.736337
6680,0.0,2.736647
6680,0.0,2.736971
6680,0.0,2.737284
6680,0.0,2.737622
6680,0.0,2.737925
6680,0.0,2.738252
6680,0.0,2.738551
6680,0.0,2.738851
6680,0.0,2.739186
6680,0.0,2.739591
6680,0.0,2.73989
6680,0.0,2.740216
6680,0.0,2.740515
6680,0.0,2.740821
6680,0.0,2.741181
6680,0.0,2.741496
6680,0.0,2.741841
6680,0.0,2.742158
6680,0.0,2.742482
6680,0.0,2.742788
6680,0.0,2.743091
6680,0.0,2.74351
6680,0.0,2.743822
6680,0.0,2.744154
6680,0.0,2.744481
6680,0.0,2.744817
6680,0.0,2.745129
6680,0.0,2.745458
6680,0.0,2.745786
6680,0.0,2.746301
6680,0.0,2.746661
6680,0.0,2.746976
6680,0.0,2.747391
6680,0.0,2.747758
6680,0.0,2.748105
6680,0.0,2.748404
6680,0.0,2.748741
6680,0.0,2.749048
6680,0.0,2.749348
6680,0.0,2.74969
6680,0.0,2.750043
6680,0.0,2.750357
6680,0.0,2.750709
6680,0.0,2.751038
6680,0.0,2.751453
6680,0.0,2.751834
6680,0.0,2.752165
6680,0.0,2.752469
6680,0.0,2.752848
6680,0.0,2.753162
6680,0.0,2.753497
6680,0.0,2.753878
6680,0.0,2.754312
6680,0.0,2.754728
6680,0.0,2.755117
6680,0.0,2.755653
6680,0.0,2.756129
6680,0.0,2.756485
6680,0.0,2.756811
6680,0.0,2.757175
6680,0.0,2.757603
6680,0.0,2.757975
6680,0.0,2.758383
6680,0.0,2.75874
6680,0.0,2.759106
6680,0.0,2.759832
6680,0.0,2.760227
6680,0.0,2.760625
6680,0.0,2.761038
6680,0.0,2.76142
6680,0.0,2.761882
6680,0.0,2.762244
6680,0.0,2.762666
6680,0.0,2.763796
6680,0.0,2.766099
6680,0.0,2.768459
6680,0.0,2.770075
6680,0.0,2.773226
6680,0.0,2.773946
6680,0.0,2.774641
6680,0.0,2.77577
6680,0.0,2.776129
6680,0.0,2.776435
6680,0.0,2.776734
6680,0.0,2.779664
6680,0.0,2.780065
6680,0.0,2.780405
6680,0.0,2.780729
6680,0.0,2.781067
6680,0.0,2.781378
6680,0.0,2.781689
6680,0.0,2.782021
6680,0.0,2.782382
6680,0.0,2.782702
6680,0.0,2.783017
6680,0.0,2.783761
6680,0.0,2.784071
6680,0.0,2.784471
6680,0.0,2.784779
6680,0.0,2.785134
6680,0.0,2.78553
6680,0.0,2.785913
6680,0.0,2.786501
6680,0.0,2.786842
6680,0.0,2.787149
6680,0.0,2.787665
6680,0.0,2.788006
6680,0.0,2.788373
6680,0.0,2.789316
6680,0.0,2.789644
6680,0.0,2.789993
6680,0.0,2.790303
6680,0.0,2.79061
6680,0.0,2.790918
6680,0.0,2.791373
6680,0.0,2.791695
6680,0.0,2.792028
6680,0.0,2.792363
6680,0.0,2.792673
6680,0.0,2.792985
6680,0.0,2.793313
6680,0.0,2.793626
6680,0.0,2.793933
6680,0.0,2.795468
6680,0.0,2.795797
6680,0.0,2.796113
6680,0.0,2.796455
6680,0.0,2.796784
6680,0.0,2.797093
6680,0.0,2.797431
6680,0.0,2.797739
6680,0.0,2.798069
6680,0.0,2.798503
6680,0.0,2.798843
6680,0.0,2.799158
6680,0.0,2.799547
6680,0.0,2.799853
6680,0.0,2.800166
6680,0.0,2.800501
6680,0.0,2.800812
6680,0.0,2.801121
6680,0.0,2.80144
6680,0.0,2.801769
6680,0.0,2.802078
6680,0.0,2.802395
6680,0.0,2.802727
6680,0.0,2.803035
6680,0.0,2.804544
6680,0.0,2.804913
6680,0.0,2.805236
6680,0.0,2.805541
6680,0.0,2.805863
6680,0.0,2.80619
6680,0.0,2.806498
6680,0.0,2.806804
6680,0.0,2.807137
6680,0.0,2.807553
6680,0.0,2.807917
6680,0.0,2.808232
6680,0.0,2.808552
6680,0.0,2.808869
6680,0.0,2.809566
6680,0.0,2.809937
6680,0.0,2.810272
6680,0.0,2.810585
6680,0.0,2.810896
6680,0.0,2.811244
6680,0.0,2.811629
6680,0.0,2.811936
6680,0.0,2.812262
6680,0.0,2.812565
6680,0.0,2.812909
6680,0.0,2.813246
6680,0.0,2.813556
6680,0.0,2.813868
6680,0.0,2.814174
6680,0.0,2.814484
6680,0.0,2.814787
6680,0.0,2.815091
6680,0.0,2.815501
6680,0.0,2.815817
6680,0.0,2.816121
6680,0.0,2.816487
6680,0.0,2.816793
6680,0.0,2.817093
6680,0.0,2.817416
6680,0.0,2.817726
6680,0.0,2.818042
6680,0.0,2.81835
6680,0.0,2.818681
6680,0.0,2.818986
6680,0.0,2.819345
6680,0.0,2.819669
6680,0.0,2.819974
6680,0.0,2.821
6680,0.0,2.821315
6680,0.0,2.822067
6680,0.0,2.822413
6680,0.0,2.82273
6680,0.0,2.823041
6680,0.0,2.823471
6680,0.0,2.82378
6680,0.0,2.824084
6680,0.0,2.824409
6680,0.0,2.824717
6680,0.0,2.825586
6680,0.0,2.825917
6680,0.0,2.826253
6680,0.0,2.826568
6680,0.0,2.82687
6680,0.0,2.827172
6680,0.0,2.827572
6680,0.0,2.827878
6680,0.0,2.828182
6680,0.0,2.828509
6680,0.0,2.828818
6680,0.0,2.829185
6680,0.0,2.829875
6680,0.0,2.830224
6680,0.0,2.831368
6680,0.0,2.831681
6680,0.0,2.831986
6680,0.0,2.832308
6680,0.0,2.832614
6680,0.0,2.832931
6680,0.0,2.833255
6680,0.0,2.833563
6680,0.0,2.833868
6680,0.0,2.834195
6680,0.0,2.834504
6680,0.0,2.834808
6680,0.0,2.835122
6680,0.0,2.835519
6680,0.0,2.835864
6680,0.0,2.836168
6680,0.0,2.838197
6680,0.0,2.838535
6680,0.0,2.838854
6680,0.0,2.839182
6680,0.0,2.839553
6680,0.0,2.839854
6680,0.0,2.840181
6680,0.0,2.840483
6680,0.0,2.840785
6680,0.0,2.841113
6680,0.0,2.841437
6680,0.0,2.841745
6680,0.0,2.842065
6680,0.0,2.842375
6680,0.0,2.842679
6680,0.0,2.842983
